date,equity,cash,borrowed,holdings_val,leverage,drawdown,num_positions,active_holdings,regime
2015-09-25,65775.42,65775.42,0.0,0.0,0.0,-0.4881,0,CASH_BIL,Bear_HighVol
2015-09-28,65775.42,65775.42,0.0,0.0,0.0,-0.4881,0,CASH_BIL,Bear_HighVol
2015-09-29,65760.97,65760.97,0.0,0.0,0.0,-0.4882,0,CASH_BIL,Bear_HighVol
2015-09-30,65775.42,65775.42,0.0,0.0,0.0,-0.4881,0,CASH_BIL,Bear_HighVol
2015-10-01,65775.42,65775.42,0.0,0.0,0.0,-0.4881,0,CASH_BIL,Bear_HighVol
2015-10-02,65760.97,65760.97,0.0,0.0,0.0,-0.4882,0,CASH_BIL,Bear_HighVol
2015-10-05,65760.97,65760.97,0.0,0.0,0.0,-0.4882,0,CASH_BIL,Bear_HighVol
2015-10-06,65760.97,65760.97,0.0,0.0,0.0,-0.4882,0,CASH_BIL,Bear_HighVol
2015-10-07,65760.97,65760.97,0.0,0.0,0.0,-0.4882,0,CASH_BIL,Bear_HighVol
2015-10-08,65760.97,65760.97,0.0,0.0,0.0,-0.4882,0,CASH_BIL,Bear_HighVol
2015-10-09,65760.97,65760.97,0.0,0.0,0.0,-0.4882,0,CASH_BIL,Bull_MidVol
2015-10-12,65760.97,65760.97,0.0,0.0,0.0,-0.4882,0,CASH_BIL,Bull_MidVol
2015-10-13,65760.97,65760.97,0.0,0.0,0.0,-0.4882,0,CASH_BIL,Bear_HighVol
2015-10-14,65760.97,65760.97,0.0,0.0,0.0,-0.4882,0,CASH_BIL,Bear_HighVol
2015-10-15,65760.97,65760.97,0.0,0.0,0.0,-0.4882,0,CASH_BIL,Bull_MidVol
2015-10-16,65760.97,65760.97,0.0,0.0,0.0,-0.4882,0,CASH_BIL,Bull_MidVol
2015-10-19,65760.97,65760.97,0.0,0.0,0.0,-0.4882,0,CASH_BIL,Bull_MidVol
2015-10-20,65760.97,65760.97,0.0,0.0,0.0,-0.4882,0,CASH_BIL,Bull_LowVol
2015-10-21,65760.97,65760.97,0.0,0.0,0.0,-0.4882,0,CASH_BIL,Bull_MidVol
2015-10-22,64862.99,0.0,52682.36,117545.35,1.81,-0.4952,2,"COKE,SNX",Bull_MidVol
2015-10-23,65979.27,-6.59,52682.36,118668.21,1.8,-0.4865,2,"COKE,SNX",Bull_MidVol
2015-10-26,63553.1,-13.17,52682.36,116248.62,1.83,-0.5054,2,"COKE,SNX",Bull_LowVol
2015-10-27,62914.66,-19.76,52682.36,115616.77,1.84,-0.5104,2,"COKE,SNX",Bull_LowVol
2015-10-28,64599.65,-26.34,52682.36,117308.35,1.82,-0.4973,2,"COKE,SNX",Bull_LowVol
2015-10-29,62801.42,-32.93,52682.36,115516.7,1.84,-0.5112,2,"COKE,SNX",Bull_LowVol
2015-10-30,61988.12,-39.51,52682.36,114709.99,1.85,-0.5176,2,"COKE,SNX",Bull_LowVol
